RowNumber,CustomerId,Apellido,CreditScore,Pais,Genero,Edad,Estadia,Balance,Numero de productos,Tiene tarjeta de crédito,Activo,EstimatedSalary,Salida,Queja,Nivel satisfacción,Tipo de tarjeta,Puntos ganados
7384.0,15672912,Loggia,737,España,Mujer,39,7,130051.66,2,0,0,55356.39,1,1,2,SILVER,722
7386.0,15660144,Balashov,660,Francia,Hombre,38,4,0.0,2,0,0,88080.43,0,0,3,GOLD,490
7387.0,15664083,Ulyanova,666,Alemania,Mujer,37,2,158468.76,1,0,1,93266.01,0,0,3,DIAMOND,630
7389.0,15808023,Remington,836,Francia,Mujer,29,9,133681.78,1,1,1,153747.73,0,0,1,PLATINUM,954
7390.0,15676909,Mishin,667,España,Mujer,34,5,0.0,2,1,0,163830.64,0,0,5,DIAMOND,627
7391.0,15764922,Tu,596,España,Hombre,20,3,187294.46,1,1,0,103456.47,0,0,4,DIAMOND,719
7394.0,15757434,Yang,599,Francia,Hombre,28,7,119706.22,1,0,0,31190.42,0,0,1,PLATINUM,268
7398.0,15744044,Fiorentini,572,Alemania,Hombre,47,4,99353.42,1,1,0,196549.85,1,1,5,SILVER,276
7399.0,15577771,Akabueze,453,Alemania,Mujer,40,1,111524.49,1,1,1,120373.84,1,1,4,PLATINUM,867
7400.0,15769548,Hyde,668,Francia,Mujer,37,7,128645.67,1,1,0,92149.64,0,0,3,PLATINUM,753
7401.0,15802071,Levi,762,Alemania,Hombre,35,1,117458.51,1,0,1,178361.48,1,1,4,DIAMOND,222
7403.0,15632010,Chia,647,España,Hombre,33,7,121260.19,2,1,0,77216.48,0,0,1,PLATINUM,335
7404.0,15779492,Trevisano,796,España,Hombre,56,6,94231.13,1,0,0,121164.6,1,1,2,GOLD,667
7406.0,15704315,Teng,556,Francia,Hombre,34,8,163757.06,1,1,1,104000.06,0,0,3,PLATINUM,719
7408.0,15766663,Mahmood,639,Francia,Hombre,22,4,0.0,2,1,0,28188.96,0,0,2,GOLD,416
7410.0,15688059,Chin,807,Alemania,Mujer,42,9,105356.09,2,1,1,130489.37,0,0,5,SILVER,703
7411.0,15752344,She,714,España,Hombre,34,5,0.0,2,1,0,193040.32,0,0,3,SILVER,446
7412.0,15698749,He,626,Alemania,Mujer,23,6,85897.95,1,1,0,109742.8,0,0,2,SILVER,906
7413.0,15631693,Hill,697,Francia,Hombre,36,7,0.0,2,1,1,74760.32,0,0,2,DIAMOND,471
7414.0,15604536,Vachon,850,Alemania,Mujer,31,4,164672.66,1,0,1,61936.1,0,0,1,PLATINUM,519
7415.0,15802869,Ball,737,Alemania,Mujer,45,2,99169.67,2,1,1,78650.95,0,0,5,GOLD,875
7417.0,15592326,Baker,583,Francia,Hombre,36,8,0.0,2,0,1,5571.59,0,0,4,PLATINUM,623
7420.0,15622507,Hamilton,748,Alemania,Mujer,40,3,103499.09,2,0,0,38153.19,0,0,1,SILVER,717
7421.0,15765487,Kuo,753,Alemania,Mujer,38,9,151766.71,1,1,1,180829.99,0,0,1,GOLD,873
7422.0,15646521,Fan,634,España,Mujer,36,1,0.0,1,1,1,143960.72,0,0,3,GOLD,972
7425.0,15625501,Wall,570,Alemania,Hombre,38,1,127201.58,1,1,0,147168.28,1,1,2,PLATINUM,509
7426.0,15640521,Chidumaga,552,Alemania,Hombre,33,3,144962.74,1,1,0,58844.84,1,1,2,SILVER,554
7429.0,15750055,Onio,503,España,Hombre,32,9,100262.88,2,1,1,157921.25,0,0,1,DIAMOND,685
7430.0,15644878,Hill,685,España,Mujer,43,6,117302.62,1,0,0,68701.73,0,0,4,DIAMOND,975
7432.0,15705379,Upjohn,678,Francia,Hombre,38,3,0.0,2,1,0,66561.6,0,0,1,SILVER,331
7436.0,15647898,Russell,610,España,Mujer,50,5,130554.51,3,1,0,184758.17,1,1,2,SILVER,821
7437.0,15671534,Hovell,646,Alemania,Mujer,57,6,90212.0,1,1,0,13911.27,1,1,4,PLATINUM,594
7438.0,15591248,Chukwumaobim,628,Francia,Mujer,29,9,71996.29,1,1,1,34857.46,0,0,4,DIAMOND,221
7439.0,15676156,Boyle,528,Francia,Mujer,32,4,85615.66,2,1,0,156192.43,0,0,2,SILVER,518
7440.0,15812918,Scott,432,Francia,Mujer,27,6,62339.81,2,0,0,53874.67,0,0,1,GOLD,522
7441.0,15604130,Johnstone,622,España,Mujer,47,6,142319.03,1,0,0,100183.05,0,0,4,DIAMOND,578
7442.0,15700549,Alvares,721,Francia,Hombre,54,5,0.0,2,1,1,4493.12,0,0,5,DIAMOND,863
7443.0,15715519,McDavid,614,España,Hombre,36,5,0.0,2,1,0,130610.78,0,0,1,GOLD,877
7444.0,15707042,Dellucci,634,Francia,Mujer,24,2,87413.19,1,1,0,63340.65,0,0,5,GOLD,505
7447.0,15636626,Morrison,718,Francia,Hombre,35,3,97560.16,1,1,1,53511.74,0,0,2,DIAMOND,747
7449.0,15593834,Genovese,691,España,Hombre,36,7,129934.64,1,0,0,75664.56,1,1,1,DIAMOND,728
7450.0,15804235,Zetticci,698,Francia,Mujer,37,2,166178.02,2,1,1,71972.95,0,0,5,PLATINUM,275
7456.0,15748499,Johnson,550,Alemania,Hombre,33,4,118400.91,1,0,1,13999.64,1,1,3,PLATINUM,362
7457.0,15598614,Lucchesi,790,España,Hombre,20,8,0.0,2,1,0,168152.76,0,0,5,GOLD,425
7458.0,15668889,Galgano,665,Alemania,Mujer,43,2,116322.27,4,1,0,35640.12,1,1,5,GOLD,392
7459.0,15800049,Grigoryeva,728,España,Mujer,43,5,0.0,1,1,1,120088.17,0,0,5,GOLD,924
7460.0,15583724,Raymond,645,España,Mujer,29,4,0.0,2,1,1,74346.11,0,0,4,GOLD,268
7461.0,15622083,Paterson,647,Alemania,Hombre,30,6,143138.91,2,1,0,2955.46,0,0,3,PLATINUM,896
7462.0,15645571,Genovese,596,España,Hombre,32,4,0.0,2,0,1,146504.35,0,0,3,PLATINUM,826
7467.0,15586174,Brodney,700,Alemania,Mujer,30,4,116377.48,1,1,1,134417.31,0,0,1,SILVER,635
7468.0,15803682,Angelo,651,Alemania,Mujer,37,10,117791.06,2,1,1,75837.58,0,0,2,GOLD,276
7470.0,15717065,Balashov,686,Francia,Mujer,35,8,105419.73,1,1,0,35356.46,0,0,5,DIAMOND,887
7471.0,15602456,Afanasyev,850,Alemania,Mujer,47,4,99219.47,2,1,1,122141.13,0,0,1,GOLD,630
7472.0,15721569,Chialuka,658,Alemania,Mujer,55,8,119327.93,1,0,1,119439.66,0,0,5,DIAMOND,397
7473.0,15573798,Yermolayev,448,Francia,Mujer,36,6,83947.12,2,1,0,81999.53,0,0,4,SILVER,524
7475.0,15799859,Lucchesi,704,Francia,Hombre,50,4,165438.26,1,1,0,120770.75,1,1,4,GOLD,705
7476.0,15599152,Lai,698,Francia,Hombre,31,1,156111.24,1,0,0,134790.74,0,0,1,GOLD,941
7478.0,15646190,Saunders,677,Francia,Mujer,56,0,119963.45,1,0,0,158325.87,1,1,2,SILVER,522
7481.0,15812766,Golubeva,490,España,Hombre,40,6,156111.08,1,0,0,190889.13,0,0,3,SILVER,759
7483.0,15750104,Chan,718,Alemania,Hombre,43,5,132615.73,2,1,0,32999.1,0,0,3,SILVER,795
7485.0,15646563,Wright,772,Francia,Mujer,35,9,0.0,1,0,1,25448.31,0,0,2,SILVER,615
7486.0,15744423,Cocci,561,Francia,Hombre,32,5,0.0,2,1,0,84871.99,0,0,4,SILVER,332
7488.0,15785367,McGuffog,651,Francia,Mujer,56,4,0.0,1,0,0,84383.22,1,1,1,PLATINUM,517
7489.0,15687765,Chukwujamuike,538,Alemania,Mujer,42,4,80380.24,1,1,0,119216.46,0,0,1,DIAMOND,374
7490.0,15789014,Scott,600,Francia,Mujer,26,6,108909.12,1,1,0,82547.01,0,0,4,SILVER,804
7493.0,15776545,Napolitani,682,Francia,Hombre,28,10,200724.96,1,0,1,82872.64,1,1,2,SILVER,503
7496.0,15589541,Sutherland,557,Francia,Mujer,27,2,0.0,2,0,1,4497.55,0,0,3,SILVER,803
7498.0,15645820,Folliero,698,Francia,Hombre,27,7,0.0,2,1,0,111471.55,0,0,5,GOLD,766
7499.0,15659031,Mordvinova,630,Francia,Mujer,36,8,126598.99,2,1,1,134407.93,0,0,2,PLATINUM,970
7500.0,15790113,Schofield,609,Alemania,Mujer,71,6,113317.1,1,1,0,108258.22,1,1,1,PLATINUM,877
7501.0,15652289,Williams,694,Francia,Hombre,47,4,0.0,2,1,0,197528.62,0,0,2,SILVER,782
7502.0,15605341,Baird,681,Francia,Mujer,58,8,93173.88,1,1,1,139761.25,0,0,2,DIAMOND,797
7503.0,15697844,Whitehouse,721,España,Mujer,32,10,0.0,1,1,0,136119.96,1,1,5,SILVER,579
7504.0,15652048,Thompson,563,Alemania,Hombre,44,7,105007.31,2,1,1,197812.16,0,0,4,GOLD,481
7505.0,15587038,Ogochukwu,654,España,Mujer,32,2,0.0,1,1,1,51972.92,1,1,5,DIAMOND,580
7506.0,15660528,Niu,659,España,Hombre,27,4,0.0,2,1,0,99341.87,0,0,4,PLATINUM,613
7507.0,15700300,Okoli,674,Alemania,Mujer,44,4,131593.85,1,0,1,171345.02,1,1,2,GOLD,558
7508.0,15642001,Lorenzen,576,Alemania,Hombre,44,9,119530.52,1,1,0,119056.68,1,1,4,SILVER,802
7510.0,15657228,Anderson,545,Alemania,Hombre,37,9,95829.13,2,0,1,104936.88,0,0,5,GOLD,406
7511.0,15729377,Ku,798,Francia,Hombre,36,1,0.0,2,1,1,159044.1,0,0,4,GOLD,604
7516.0,15764841,Vidler,623,Francia,Mujer,35,0,130557.24,1,1,1,47880.71,0,0,5,DIAMOND,936
7517.0,15748649,Shen,644,Francia,Hombre,40,8,93183.19,1,1,0,73882.49,0,0,3,GOLD,617
7518.0,15771409,McGregor,586,Francia,Hombre,58,7,151933.63,1,1,0,162960.05,1,1,4,SILVER,894
7519.0,15779207,Nnamdi,500,Alemania,Hombre,30,2,125495.64,2,1,1,68807.47,0,0,3,SILVER,276
7520.0,15814116,Castiglione,583,Francia,Mujer,42,7,0.0,2,1,0,144039.05,0,0,4,PLATINUM,443
7523.0,15729718,Stelzer,610,Francia,Hombre,41,6,0.0,3,0,0,56118.81,1,1,2,PLATINUM,813
7525.0,15620103,Ho,660,Francia,Mujer,40,8,167181.01,1,1,1,185156.94,0,0,2,DIAMOND,736
7526.0,15770406,Watson,580,Alemania,Hombre,35,9,121355.19,1,0,1,35671.45,0,0,2,SILVER,235
7527.0,15800554,Perry,850,Francia,Mujer,81,1,0.0,2,1,1,59568.24,0,0,3,GOLD,886
7529.0,15646535,Harrell,578,Francia,Hombre,46,5,113226.47,1,1,0,56770.76,0,0,4,PLATINUM,916
7533.0,15706602,Bates,760,España,Mujer,33,1,118114.28,2,0,1,156660.21,0,0,2,SILVER,348
7534.0,15592773,Eberegbulam,630,Alemania,Mujer,51,0,108449.23,3,0,0,88372.69,1,1,2,GOLD,295
7535.0,15786539,Olisaemeka,808,Francia,Hombre,32,1,0.0,2,1,1,46200.71,0,0,4,GOLD,870
7536.0,15737542,Davey,611,Alemania,Mujer,36,10,103294.56,1,1,0,160548.12,0,0,4,PLATINUM,296
7537.0,15590234,De Luca,697,Francia,Mujer,42,1,0.0,1,1,0,1262.83,1,1,3,DIAMOND,603
7540.0,15609987,Smith,755,Francia,Hombre,42,2,119919.12,1,1,0,156868.21,0,0,1,PLATINUM,765
7541.0,15735330,Sung,553,Francia,Hombre,37,1,0.0,1,1,0,30461.55,0,0,5,DIAMOND,623
7544.0,15777893,Davide,777,Francia,Hombre,43,1,0.0,2,1,0,21785.91,0,0,2,GOLD,984
7551.0,15801817,Carpenter,688,Francia,Mujer,38,7,123544.21,1,1,1,157664.02,0,0,4,PLATINUM,868
7552.0,15752578,Yefimova,626,Francia,Mujer,37,2,133968.96,2,1,0,148689.65,0,0,2,DIAMOND,321
7553.0,15781574,Ma,636,España,Hombre,76,9,126534.6,1,1,1,39789.62,0,0,4,DIAMOND,847
7554.0,15792107,Black,719,España,Mujer,35,8,0.0,1,1,1,165162.4,0,0,5,DIAMOND,569
7555.0,15569917,Obijiaku,706,España,Hombre,30,6,87609.68,2,0,0,137674.55,1,1,4,SILVER,643
7556.0,15721504,King,731,España,Hombre,41,3,0.0,2,1,0,101371.72,0,0,4,PLATINUM,292
7559.0,15642098,Cox,622,España,Mujer,36,0,108960.0,2,1,0,111180.3,1,1,1,PLATINUM,532
7560.0,15696120,Wallace,701,España,Mujer,30,2,0.0,2,1,0,115650.63,0,0,1,DIAMOND,528
7561.0,15675176,Price,512,Francia,Hombre,51,6,144953.31,1,1,1,165035.17,0,0,2,PLATINUM,339
7562.0,15700046,Yuan,635,Francia,Hombre,41,4,103544.88,2,1,0,193746.55,0,0,2,GOLD,439
7564.0,15706394,Howell,609,Francia,Hombre,53,7,0.0,2,0,1,52332.85,0,0,5,SILVER,295
7565.0,15759387,McIntosh,598,Alemania,Hombre,38,1,101487.18,1,1,1,75959.1,1,1,1,SILVER,468
7566.0,15623369,Clifton,708,Francia,Hombre,52,10,105355.81,1,1,0,123.07,1,1,3,PLATINUM,755
7568.0,15750545,Chidiebere,629,Francia,Hombre,44,5,0.0,4,0,0,117572.59,1,1,2,PLATINUM,296
7570.0,15642448,Onyemauchechukwu,656,España,Hombre,28,8,120047.77,1,1,1,137173.39,0,0,1,PLATINUM,590
7572.0,15768342,Bolton,718,Francia,Hombre,52,8,79475.3,3,1,1,32421.32,1,1,3,SILVER,930
7573.0,15567919,Lazarev,586,Alemania,Hombre,37,8,167735.69,2,0,1,104665.79,0,0,4,DIAMOND,738
7574.0,15674750,Alexeyeva,481,España,Mujer,37,8,0.0,2,1,0,44215.86,0,0,5,DIAMOND,266
7575.0,15778345,Stevens,749,Francia,Mujer,33,1,74385.98,1,1,0,20164.47,0,0,2,DIAMOND,675
7576.0,15687634,Glover,561,Alemania,Hombre,49,5,94754.0,1,1,1,26691.31,0,0,5,DIAMOND,760
7577.0,15666096,Ibekwe,676,España,Hombre,27,4,0.0,1,0,1,107955.67,0,0,1,PLATINUM,490
7578.0,15581700,Paterson,615,Alemania,Hombre,43,3,86920.86,1,1,1,150048.37,0,0,1,DIAMOND,579
7579.0,15656417,Marsh,582,Francia,Mujer,39,1,132077.48,2,1,0,192255.15,0,0,3,GOLD,348
7580.0,15649101,Reeves,601,Francia,Hombre,40,10,127847.86,1,0,0,173245.68,0,0,1,GOLD,376
7581.0,15781975,Rees,708,Francia,Hombre,34,3,0.0,1,0,1,121457.88,1,1,5,DIAMOND,552
7583.0,15770255,Onwughara,797,Alemania,Mujer,33,10,83555.58,1,0,0,69767.14,0,0,4,SILVER,513
7584.0,15643574,Odinakachukwu,682,Francia,Hombre,26,8,0.0,2,1,0,178373.43,0,0,3,SILVER,806
7585.0,15595010,Huang,694,España,Mujer,39,9,0.0,2,0,0,99924.04,0,0,4,PLATINUM,483
7586.0,15580579,Trevisani,490,Francia,Mujer,40,1,0.0,1,1,1,49594.19,1,1,2,DIAMOND,229
7587.0,15748532,Dale,828,España,Hombre,42,10,0.0,1,1,1,186071.14,0,0,1,PLATINUM,526
7589.0,15600027,Meng,579,España,Hombre,33,1,0.0,2,1,1,54816.57,0,0,3,SILVER,528
7590.0,15620832,Dean,723,Francia,Mujer,35,0,0.0,2,0,1,61290.99,0,0,1,GOLD,996
7592.0,15748691,Lung,794,España,Mujer,30,1,154970.54,1,0,1,156768.45,0,0,4,PLATINUM,441
7594.0,15588019,Li Fonti,418,Francia,Hombre,28,7,98738.92,1,1,0,122190.22,0,0,3,GOLD,465
7595.0,15713250,Izmailova,502,Francia,Hombre,33,8,0.0,2,1,1,123509.01,0,0,4,DIAMOND,717
7598.0,15576680,Stevenson,736,Francia,Hombre,29,4,0.0,2,0,0,51705.01,0,0,2,DIAMOND,240
7599.0,15613699,Schnaars,430,Francia,Mujer,60,7,73937.02,1,1,0,161937.62,1,1,4,PLATINUM,578
7600.0,15609758,Geoghegan,537,Francia,Mujer,45,7,158621.04,1,1,0,120892.96,1,1,4,SILVER,819
7601.0,15762392,Ilyina,683,España,Hombre,30,1,113257.2,1,1,1,65035.02,0,0,2,GOLD,263
7602.0,15693382,Muir,828,Francia,Hombre,31,9,0.0,1,0,1,164257.37,0,0,3,GOLD,421
7603.0,15791769,Gardener,691,Francia,Mujer,29,9,116536.43,1,1,0,51987.99,0,0,1,DIAMOND,592
7604.0,15712483,Chidi,608,España,Mujer,28,4,0.0,2,1,0,10899.63,1,1,5,PLATINUM,391
7609.0,15598574,Uwakwe,695,España,Mujer,31,5,0.0,2,0,1,13998.88,0,0,3,GOLD,583
7610.0,15796787,Vassiliev,681,Francia,Hombre,46,0,105969.42,1,1,0,5771.56,0,0,4,GOLD,386
7612.0,15705506,Perry,751,España,Hombre,38,7,0.0,2,0,0,90839.61,0,0,3,PLATINUM,654
7614.0,15768449,Ricci,634,Francia,Mujer,37,7,51582.5,2,1,1,184312.88,0,0,5,GOLD,902
7618.0,15678779,Quezada,502,Francia,Hombre,33,7,0.0,2,0,1,4082.52,0,0,2,SILVER,959
7619.0,15752601,McCulloch,578,Francia,Mujer,40,7,0.0,2,0,0,102233.73,0,0,4,GOLD,924
7621.0,15629133,Black,579,Francia,Mujer,27,9,0.0,2,1,0,126838.7,0,0,5,GOLD,903
7622.0,15604963,Fraser,661,Francia,Hombre,39,5,0.0,2,0,0,181461.46,0,0,5,GOLD,514
7624.0,15812470,Allan,719,Francia,Hombre,61,5,0.0,2,0,1,29132.43,0,0,4,DIAMOND,293
7625.0,15587443,Akudinobi,728,Francia,Mujer,69,1,0.0,2,1,1,131804.86,0,0,4,PLATINUM,341
7626.0,15689692,Walker,598,Alemania,Hombre,19,3,150348.37,1,1,1,173784.04,0,0,2,SILVER,460
7627.0,15779586,Olisaemeka,822,Alemania,Mujer,46,3,115074.02,2,1,0,26249.86,0,0,4,GOLD,649
7628.0,15667588,Arcuri,670,España,Mujer,40,3,0.0,1,1,1,182650.15,0,0,5,GOLD,270
7629.0,15624423,Liu,850,Francia,Hombre,28,8,99986.98,1,1,0,196582.55,0,0,3,PLATINUM,895
7635.0,15707681,Pokrovsky,501,Alemania,Hombre,38,9,88977.39,2,0,1,133403.07,0,0,5,GOLD,522
7637.0,15673238,McCarthy,517,Alemania,Mujer,59,8,154110.99,2,1,0,101240.08,1,1,1,DIAMOND,872
7639.0,15769356,Stevenson,520,Alemania,Mujer,23,3,116022.53,2,1,1,37577.66,0,0,1,GOLD,342
7640.0,15665590,Moore,541,Francia,Hombre,46,6,0.0,2,1,1,83456.67,0,0,1,GOLD,596
7641.0,15572361,Chill,790,Alemania,Mujer,34,2,164011.48,1,1,0,199420.41,0,0,1,DIAMOND,275
7642.0,15667460,Moore,797,Francia,Hombre,31,9,0.0,2,1,1,24748.89,0,0,1,PLATINUM,874
7643.0,15654760,Su,811,Francia,Hombre,40,1,101514.89,1,1,1,121765.0,0,0,3,SILVER,749
7644.0,15632669,Rees,722,España,Mujer,32,4,0.0,2,1,1,113666.48,0,0,4,SILVER,630
7647.0,15741633,Fuller,566,España,Hombre,32,10,147511.26,1,1,1,159891.03,0,0,2,GOLD,801
7649.0,15665374,Dumolo,610,España,Mujer,31,5,0.0,2,0,0,63736.36,0,0,2,PLATINUM,416
7651.0,15810716,Kerr,750,Alemania,Hombre,42,8,151836.36,2,1,0,68695.38,0,0,5,GOLD,769
7652.0,15776921,Geoghegan,431,Alemania,Hombre,45,5,83624.55,2,0,0,36899.62,0,0,2,DIAMOND,838
7653.0,15569394,Bailey,704,Francia,Hombre,24,2,148197.15,2,1,0,182775.08,0,0,1,PLATINUM,871
7654.0,15788215,Hsia,535,España,Mujer,30,5,122924.75,1,0,0,62390.59,1,1,4,DIAMOND,244
7655.0,15641007,Holden,614,Francia,Mujer,38,4,72594.0,1,1,1,76042.48,0,0,2,SILVER,689
7656.0,15594651,Milani,748,Francia,Hombre,38,4,115221.36,1,0,1,70956.75,0,0,5,PLATINUM,986
7657.0,15575146,Jamieson,492,Alemania,Hombre,51,8,117808.74,2,1,1,67311.12,0,0,3,GOLD,263
7658.0,15608916,Ndubueze,573,Francia,Hombre,40,7,147754.68,1,1,1,110454.46,0,0,4,PLATINUM,319
7659.0,15666297,Abramova,706,España,Mujer,53,3,0.0,3,0,0,88479.02,1,1,3,SILVER,390
7660.0,15598586,Wetherspoon,680,Francia,Hombre,31,10,113292.17,1,1,1,122639.73,0,0,3,GOLD,714
7664.0,15652667,Hampton,590,Francia,Hombre,39,9,0.0,2,1,1,104730.52,0,0,5,PLATINUM,474
7666.0,15730150,Otutodilichukwu,540,España,Hombre,37,0,120825.7,1,1,0,28257.89,0,0,2,GOLD,540
7667.0,15813192,Chukwuemeka,494,Francia,Hombre,25,6,0.0,2,0,1,109988.09,0,0,1,PLATINUM,376
7668.0,15606554,Douglas,797,Francia,Hombre,29,1,0.0,1,0,1,149991.32,0,0,5,GOLD,752
7669.0,15611794,Galloway,526,Alemania,Hombre,61,6,133845.28,2,1,1,45180.8,0,0,1,GOLD,592
7670.0,15672357,Sochima,631,España,Hombre,38,7,0.0,2,1,0,181605.85,0,0,3,DIAMOND,290
7671.0,15711759,Wilkins,576,Francia,Mujer,29,5,108541.04,1,1,1,126469.09,0,0,5,DIAMOND,843
7673.0,15699294,Pope,555,Francia,Hombre,30,1,0.0,2,0,0,88146.86,0,0,1,DIAMOND,561
7675.0,15660871,Ch'ang,665,Francia,Hombre,28,8,137300.23,1,1,0,90174.83,0,0,4,GOLD,638
7677.0,15722535,Ireland,457,Francia,Mujer,33,7,127837.54,1,0,1,60013.17,0,0,4,GOLD,782
7678.0,15711977,Finch,695,Francia,Hombre,36,4,161533.0,1,1,0,100940.91,0,0,2,GOLD,749
7679.0,15690169,Meng,645,Francia,Hombre,31,7,161171.7,2,1,0,12599.94,1,1,3,SILVER,532
7681.0,15665181,Chung,808,España,Hombre,25,7,0.0,2,0,1,23180.37,0,0,4,GOLD,387
7682.0,15633608,Black,641,Francia,Hombre,33,2,146193.6,2,1,1,55796.83,1,1,1,DIAMOND,307
7683.0,15805261,Balashov,700,España,Hombre,29,8,0.0,2,0,1,152097.02,0,0,4,GOLD,255
7686.0,15769980,Singleton,705,Alemania,Mujer,40,3,92889.91,1,1,1,109496.69,0,0,1,PLATINUM,451
7688.0,15776494,Siciliano,754,Francia,Hombre,61,5,146622.35,1,1,1,41815.22,1,1,4,DIAMOND,687
7689.0,15592412,Sun,713,Alemania,Hombre,45,4,131038.14,1,1,0,74005.04,1,1,2,GOLD,495
7691.0,15692258,Thompson,569,España,Hombre,31,1,115406.97,1,0,0,145528.22,0,0,2,GOLD,992
7692.0,15791045,Boni,568,Francia,Mujer,38,3,132951.92,1,0,1,124486.28,0,0,2,DIAMOND,783
7693.0,15807889,Wood,634,Alemania,Hombre,74,5,108891.7,1,1,0,10078.02,0,0,5,DIAMOND,246
7696.0,15629985,Eidson,723,Alemania,Mujer,47,10,90450.0,2,0,0,103379.31,1,1,5,GOLD,244
7697.0,15679453,Hung,614,Alemania,Mujer,39,8,125997.22,1,1,1,128049.34,1,1,5,DIAMOND,817
7699.0,15691513,Dawkins,592,Francia,Hombre,60,9,0.0,4,1,1,13614.01,1,1,5,GOLD,803
7701.0,15715184,Capon,752,España,Mujer,31,4,144637.86,2,1,0,40496.72,0,0,1,DIAMOND,383
7703.0,15719931,Johnstone,850,Francia,Hombre,31,8,0.0,2,1,0,178667.7,0,0,4,GOLD,541
7704.0,15806081,Fleming,608,Alemania,Mujer,48,2,127924.25,2,1,0,32202.61,0,0,1,DIAMOND,794
7705.0,15796336,Chang,786,España,Mujer,34,9,0.0,2,1,0,117034.32,0,0,4,SILVER,472
7707.0,15742369,Rita,667,España,Hombre,31,5,0.0,2,1,1,20346.69,0,0,4,PLATINUM,823
7708.0,15655859,Munro,848,España,Hombre,35,5,120046.74,2,1,0,84710.65,0,0,5,GOLD,644
7709.0,15675650,Duncan,486,Francia,Mujer,39,8,97819.36,1,0,1,120531.31,0,0,3,PLATINUM,408
7710.0,15574119,Okwuadigbo,598,España,Mujer,64,1,62979.93,1,1,1,152273.57,0,0,5,GOLD,291
7713.0,15765048,Watt,545,Francia,Hombre,30,3,0.0,2,1,0,170307.43,0,0,4,PLATINUM,396
7714.0,15786215,Udinese,793,Francia,Hombre,56,8,119496.25,2,1,0,29880.99,0,0,2,SILVER,458
7715.0,15707559,Clark,682,Francia,Mujer,30,9,0.0,2,1,1,195104.91,0,0,2,PLATINUM,874
7716.0,15582129,Hsia,517,Francia,Hombre,62,1,43772.66,3,1,0,187756.24,1,1,1,SILVER,590
7717.0,15687540,Obiuto,684,Francia,Hombre,32,9,100249.41,2,0,1,67599.69,0,0,2,SILVER,702
7719.0,15670898,McKenzie,740,Francia,Mujer,60,5,108028.08,2,0,0,25980.42,1,1,5,GOLD,922
7721.0,15700693,Tu,693,Francia,Hombre,68,2,0.0,2,1,1,59864.96,0,0,3,PLATINUM,290
7722.0,15677955,Tsui,757,Alemania,Hombre,33,1,122088.67,1,1,0,42581.09,0,0,2,DIAMOND,419
7723.0,15570086,Lynch,684,Alemania,Hombre,18,9,90544.0,1,0,1,4777.23,0,0,3,PLATINUM,300
7725.0,15673591,Oluchukwu,842,Francia,Hombre,44,3,141252.18,4,0,1,128521.16,1,1,5,PLATINUM,741
7726.0,15631756,Tuan,482,Francia,Mujer,35,5,147813.05,2,0,0,109029.72,0,0,2,SILVER,945
7730.0,15681007,Yen,850,Francia,Mujer,35,2,128548.49,4,1,0,75478.95,1,1,3,PLATINUM,507
7731.0,15593622,Service,635,Francia,Hombre,43,10,122198.21,2,0,1,179144.54,0,0,4,DIAMOND,704
7732.0,15629273,Lin,638,Alemania,Hombre,42,8,145177.84,1,1,0,193471.74,1,1,4,PLATINUM,798
7733.0,15765846,Chuang,820,España,Mujer,31,2,94222.53,1,1,0,103570.8,0,0,1,PLATINUM,947
7734.0,15596013,Akhtar,694,Alemania,Mujer,58,1,143212.22,1,0,0,102628.56,1,1,4,DIAMOND,323
7735.0,15722473,Faulkner,713,Francia,Hombre,41,3,0.0,2,1,0,55772.04,0,0,3,PLATINUM,443
7737.0,15685640,Dancy,649,Francia,Mujer,41,3,130931.83,1,1,1,144808.37,0,0,1,PLATINUM,457
7739.0,15768746,McLean,561,Francia,Hombre,33,6,0.0,2,0,0,173680.39,0,0,3,DIAMOND,220
7740.0,15689952,Zuyeva,724,España,Hombre,41,5,0.0,1,0,1,115753.94,0,0,5,DIAMOND,540
7744.0,15741643,Chiang,777,Alemania,Hombre,35,7,122917.69,1,1,1,76169.68,0,0,2,DIAMOND,624
7745.0,15806822,Myers,739,Francia,Mujer,36,0,0.0,2,0,0,133465.57,0,0,2,GOLD,323
7746.0,15701166,Chinedum,660,Francia,Hombre,40,5,131754.11,2,1,1,38761.61,0,0,4,GOLD,560
7747.0,15718531,Ukaegbunam,554,Francia,Mujer,35,8,0.0,2,1,1,176779.46,0,0,4,SILVER,398
7748.0,15628308,Akubundu,850,Francia,Mujer,24,6,0.0,2,1,1,13159.9,0,0,3,DIAMOND,899
7749.0,15585287,Sal,842,Alemania,Mujer,35,9,119948.09,1,1,0,48217.97,1,1,4,PLATINUM,732
7752.0,15588535,Ts'ao,750,España,Mujer,39,6,0.0,2,0,0,19264.33,0,0,5,PLATINUM,940
7753.0,15775307,Sung,490,España,Mujer,38,3,97266.1,1,1,1,92797.23,0,0,4,DIAMOND,762
7754.0,15777616,Pisani,605,Alemania,Hombre,28,10,113690.83,1,1,0,33114.24,0,0,5,DIAMOND,943
7756.0,15680843,Sherrod,675,Francia,Hombre,34,8,0.0,2,1,1,184842.21,0,0,2,GOLD,977
